1687851049452|155|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_base?allowMultiQueries=true&useUnicode=true&characterEncoding=UTF-8&useSSL=false&serverTimezone=Asia/Shanghai&zeroDateTimeBehavior=convertToNull&allowPublicKeyRetrieval=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689060502265|149|statement|connection 17|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1
1689060502364|96|statement|connection 17|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT ?,?|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT 0,10
1689060502448|81|statement|connection 17|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '1335776907264')
1689060502737|285|statement|connection 17|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '2212474523648')
1689060502833|93|statement|connection 17|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '569553063936')
1689060502960|124|statement|connection 17|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '581292920832')
1689060545261|89|statement|connection 18|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1
1689060545368|105|statement|connection 18|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT ?,?|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT 0,10
1689060545454|82|statement|connection 18|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '1335776907264')
1689060545536|79|statement|connection 18|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '2212474523648')
1689060545666|127|statement|connection 18|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '569553063936')
1689060545774|104|statement|connection 18|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '581292920832')
1689060619705|123|statement|connection 9|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_order|SELECT COUNT(1) FROM dy_order
1689060619789|81|statement|connection 9|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,order_type,pickup_type,create_time,member_id,receiver_province_id,receiver_city_id,receiver_county_id,receiver_address,receiver_address_id,receiver_name,receiver_phone,sender_province_id,sender_city_id,sender_county_id,sender_address,sender_address_id,sender_name,sender_phone,current_agency_id,payment_method,payment_status,amount,estimated_arrival_time,distance,status  FROM dy_order           ORDER BY id DESC LIMIT ?,?|SELECT  id,order_type,pickup_type,create_time,member_id,receiver_province_id,receiver_city_id,receiver_county_id,receiver_address,receiver_address_id,receiver_name,receiver_phone,sender_province_id,sender_city_id,sender_county_id,sender_address,sender_address_id,sender_name,sender_phone,current_agency_id,payment_method,payment_status,amount,estimated_arrival_time,distance,status  FROM dy_order           ORDER BY id DESC LIMIT 0,10
1689060735005|130|statement|connection 19|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1
1689060735068|60|statement|connection 19|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT ?,?|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT 0,10
1689060735177|105|statement|connection 19|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '1335776907264')
1689060735273|91|statement|connection 19|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '2212474523648')
1689060735345|69|statement|connection 19|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '569553063936')
1689060735416|68|statement|connection 19|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '581292920832')
1689060928534|111|statement|connection 10|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_order|SELECT COUNT(1) FROM dy_order
1689060928617|80|statement|connection 10|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,order_type,pickup_type,create_time,member_id,receiver_province_id,receiver_city_id,receiver_county_id,receiver_address,receiver_address_id,receiver_name,receiver_phone,sender_province_id,sender_city_id,sender_county_id,sender_address,sender_address_id,sender_name,sender_phone,current_agency_id,payment_method,payment_status,amount,estimated_arrival_time,distance,status  FROM dy_order           ORDER BY id DESC LIMIT ?,?|SELECT  id,order_type,pickup_type,create_time,member_id,receiver_province_id,receiver_city_id,receiver_county_id,receiver_address,receiver_address_id,receiver_name,receiver_phone,sender_province_id,sender_city_id,sender_county_id,sender_address,sender_address_id,sender_name,sender_phone,current_agency_id,payment_method,payment_status,amount,estimated_arrival_time,distance,status  FROM dy_order           ORDER BY id DESC LIMIT 0,10
1689061014099|208|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689061303649|96|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689061312976|177|statement|connection 0|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,rule_key,content,version,last_modify_time,create_time  FROM rule     WHERE (rule_key = ?)|SELECT  id,rule_key,content,version,last_modify_time,create_time  FROM rule     WHERE (rule_key = 'tms')
1689061315035|85|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689061459886|185|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_order|SELECT COUNT(1) FROM dy_order
1689061459978|83|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,order_type,pickup_type,create_time,member_id,receiver_province_id,receiver_city_id,receiver_county_id,receiver_address,receiver_address_id,receiver_name,receiver_phone,sender_province_id,sender_city_id,sender_county_id,sender_address,sender_address_id,sender_name,sender_phone,current_agency_id,payment_method,payment_status,amount,estimated_arrival_time,distance,status  FROM dy_order           ORDER BY id DESC LIMIT ?,?|SELECT  id,order_type,pickup_type,create_time,member_id,receiver_province_id,receiver_city_id,receiver_county_id,receiver_address,receiver_address_id,receiver_name,receiver_phone,sender_province_id,sender_city_id,sender_county_id,sender_address,sender_address_id,sender_name,sender_phone,current_agency_id,payment_method,payment_status,amount,estimated_arrival_time,distance,status  FROM dy_order           ORDER BY id DESC LIMIT 0,10
1689061492307|228|statement|connection 4|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|UPDATE dy_order  SET order_type=?, pickup_type=?, create_time=?, member_id=?, receiver_province_id=?, receiver_city_id=?, receiver_county_id=?, receiver_address=?, receiver_address_id=?, receiver_name=?, receiver_phone=?, sender_province_id=?, sender_city_id=?, sender_county_id=?, sender_address=?, sender_address_id=?, sender_name=?, sender_phone=?, current_agency_id=?, payment_method=?, payment_status=?, amount=?, distance=?, status=?  WHERE id=?|UPDATE dy_order  SET order_type=2, pickup_type=2, create_time='2023-07-07T15:14:11', member_id='1', receiver_province_id='21', receiver_city_id='2101', receiver_county_id='210102', receiver_address='沈阳市医大二院', receiver_address_id='2', receiver_name='江嘉冀', receiver_phone='1332548891', sender_province_id='11', sender_city_id='1101', sender_county_id='110101', sender_address='哈尔滨中央大街地铁站', sender_address_id='1', sender_name='张三', sender_phone='1554689951', current_agency_id='', payment_method=1, payment_status=1, amount=20.00, distance=544.880000, status=23000  WHERE id='876693557248'
1689061492450|141|commit|connection 4|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true||
1689061492803|146|statement|connection 5|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|UPDATE dy_order  SET order_type=?, pickup_type=?, create_time=?, member_id=?, receiver_province_id=?, receiver_city_id=?, receiver_county_id=?, receiver_address=?, receiver_address_id=?, receiver_name=?, receiver_phone=?, sender_province_id=?, sender_city_id=?, sender_county_id=?, sender_address=?, sender_address_id=?, sender_name=?, sender_phone=?, current_agency_id=?, payment_method=?, payment_status=?, amount=?, distance=?, status=?  WHERE id=?|UPDATE dy_order  SET order_type=2, pickup_type=2, create_time='2023-07-07T15:14:11', member_id='1', receiver_province_id='21', receiver_city_id='2101', receiver_county_id='210102', receiver_address='沈阳市医大二院', receiver_address_id='2', receiver_name='江嘉冀', receiver_phone='1332548891', sender_province_id='11', sender_city_id='1101', sender_county_id='110101', sender_address='哈尔滨中央大街地铁站', sender_address_id='1', sender_name='张三', sender_phone='1554689951', current_agency_id='', payment_method=1, payment_status=1, amount=20.00, distance=544.880000, status=23000  WHERE id='876693557248'
1689061492871|67|commit|connection 5|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true||
1689061492941|151|statement|connection 6|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|UPDATE dy_order  SET order_type=?, pickup_type=?, create_time=?, member_id=?, receiver_province_id=?, receiver_city_id=?, receiver_county_id=?, receiver_address=?, receiver_address_id=?, receiver_name=?, receiver_phone=?, sender_province_id=?, sender_city_id=?, sender_county_id=?, sender_address=?, sender_address_id=?, sender_name=?, sender_phone=?, current_agency_id=?, payment_method=?, payment_status=?, amount=?, distance=?, status=?  WHERE id=?|UPDATE dy_order  SET order_type=2, pickup_type=2, create_time='2023-07-07T15:14:11', member_id='1', receiver_province_id='21', receiver_city_id='2101', receiver_county_id='210102', receiver_address='沈阳市医大二院', receiver_address_id='2', receiver_name='江嘉冀', receiver_phone='1332548891', sender_province_id='11', sender_city_id='1101', sender_county_id='110101', sender_address='哈尔滨中央大街地铁站', sender_address_id='1', sender_name='张三', sender_phone='1554689951', current_agency_id='', payment_method=1, payment_status=1, amount=20.00, distance=544.880000, status=23000  WHERE id='876693557248'
1689061493002|60|commit|connection 6|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true||
1689061493947|133|statement|connection 7|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_order|SELECT COUNT(1) FROM dy_order
1689061494055|106|statement|connection 7|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,order_type,pickup_type,create_time,member_id,receiver_province_id,receiver_city_id,receiver_county_id,receiver_address,receiver_address_id,receiver_name,receiver_phone,sender_province_id,sender_city_id,sender_county_id,sender_address,sender_address_id,sender_name,sender_phone,current_agency_id,payment_method,payment_status,amount,estimated_arrival_time,distance,status  FROM dy_order           ORDER BY id DESC LIMIT ?,?|SELECT  id,order_type,pickup_type,create_time,member_id,receiver_province_id,receiver_city_id,receiver_county_id,receiver_address,receiver_address_id,receiver_name,receiver_phone,sender_province_id,sender_city_id,sender_county_id,sender_address,sender_address_id,sender_name,sender_phone,current_agency_id,payment_method,payment_status,amount,estimated_arrival_time,distance,status  FROM dy_order           ORDER BY id DESC LIMIT 0,10
1689061521560|151|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1
1689061521651|79|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT ?,?|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT 0,10
1689061521837|122|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '1335776907264')
1689061521924|84|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '2212474523648')
1689061522036|109|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '569553063936')
1689061522128|89|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '581292920832')
1689128658575|119|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689128710251|120|statement|connection 0|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,rule_key,content,version,last_modify_time,create_time  FROM rule     WHERE (rule_key = ?)|SELECT  id,rule_key,content,version,last_modify_time,create_time  FROM rule     WHERE (rule_key = 'tms')
1689128712792|161|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689129076473|99|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689129083687|147|statement|connection 0|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,rule_key,content,version,last_modify_time,create_time  FROM rule     WHERE (rule_key = ?)|SELECT  id,rule_key,content,version,last_modify_time,create_time  FROM rule     WHERE (rule_key = 'tms')
1689129086940|69|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689129125228|85|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1
1689129125319|74|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT ?,?|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT 0,10
1689129125489|97|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '1335776907264')
1689129125571|78|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '2212474523648')
1689129125653|77|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '569553063936')
1689129125744|87|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '581292920832')
1689129162863|146|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1|SELECT COUNT(1) FROM dy_goods_type goods_type WHERE goods_type.status = 1
1689129162986|121|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT ?,?|SELECT goods_type.* FROM dy_goods_type goods_type WHERE goods_type.status = 1 ORDER BY id LIMIT 0,10
1689129163076|84|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (goods_type_id = '1335776907264')
